name,long,lat,group_link
Keat Hong Zone '3' RN,103.738115487874,1.37961820477491,not_created
Keat Hong Zone '4' RN,103.73482201117,1.37898637690977,not_created
Keat Hong Zone '5' RN,103.740252439191,1.37817045260293,not_created
Keat Hong Zone '6' RN,103.743072731291,1.37925042924038,not_created
Boon Lay Zone 'F' RN,103.702315285031,1.34446132877907,not_created
Boon Lay Zone 'G' RN,103.714301455412,1.34278860897021,not_created
Boon Lay Zone 'H' RN,103.702203678914,1.34187729614084,not_created
Admiralty Zone '10' RN,103.79777025669,1.43084071900923,not_created
Admiralty Zone '5' RN,103.804264117163,1.44075549001826,not_created
Admiralty Zone '6' RN,103.807433139131,1.44268597858008,not_created
Admiralty Zone '7' RN,103.79861962258,1.4343561717045,not_created
Boon Lay Zone 'J' RN,103.698796962748,1.34152011490194,not_created
Boon Lay View RN,103.712084218959,1.35085258962124,not_created
Telok Blangah Depot Heights RC,103.811571536842,1.28054679594446,not_created
Teban Vista RN,103.738518391814,1.32378354829854,not_created
Buona Vista Commonwealth Crescent RC,103.799976945576,1.30795874923664,not_created
Clementi Avenue 2 RC,103.769854783022,1.31349291565233,not_created
Dakota (Mountbatten) RC,103.888505582146,1.3072853386231,not_created
Farrer Gardens RC,103.808061968709,1.31883225067726,not_created
Jalan Besar Bendemeer RC,103.86140380381,1.31817642143809,not_created
Joo Seng (Geylang Serai) RC,103.880231508421,1.33550131541385,not_created
Bukit Batok East Jurong East View RC,103.741941860732,1.33719146952328,not_created
Kampong Chai Chee Ruby Heights RN,103.936343487973,1.33001010771896,not_created
Kampong Glam Beach Road RC,103.862781483142,1.30431042057049,not_created
Keat Hong Axis-Colours RC,103.745170892603,1.37604417474385,not_created
Kebun Baru View RC,103.835766570784,1.37127864296719,not_created
Kolam Ayer Whampoa South RC,103.866786879198,1.32112027532075,not_created
Old Airport (Mountbatten) RC,103.884678208212,1.31004799754599,not_created
Pine Close (Mountbatten) RC,103.882688424946,1.30704305553309,not_created
Ping Yi Greens RC,103.923848195883,1.32687043732513,not_created
Ping An RC,103.920738194528,1.32510871581046,not_created
Ping Yi Garden RC,103.922415811731,1.32930431088664,not_created
Queenstown Strathmore Avenue Zone RC,103.807789237891,1.29380260098577,not_created
Redhill Gardens RC,103.81943493767,1.28742209967026,not_created
Tampines North SunPlaza RC,103.947308957507,1.35827221167503,not_created
Tanjong Rhu (Mountbatten) RC,103.883694828827,1.30082885446221,not_created
Yew Tee Zone '10' RC,103.748997450018,1.3978267953659,not_created
Bishan North Zone '4' RC,103.843324416914,1.35898310313404,not_created
Everspring RN,103.850122717054,1.42763782271387,not_created
Kampong Chai Chee Bedok Town Centre RN,103.927990983361,1.32565627838486,not_created
Kampong Chai Chee Garden Hill RN,103.92889375729,1.32868928731424,not_created
Kampong Chai Chee Linear Green RN,103.934772221994,1.32520370991927,not_created
Kampong Chai Chee Rainbow Ville RN,103.933926943291,1.32937491911239,not_created
Longvale RN,103.93582197693,1.33655000875481,not_created
Matilda RN,103.895494118351,1.40235850273563,not_created
Pasir Ris Zone '1' RN,103.954870575073,1.36892656893478,not_created
Pasir Ris Zone '10' RN,103.959056955263,1.36624733181184,not_created
Pasir Ris Zone '11' RN,103.962078615696,1.36226594574083,not_created
Pasir Ris Zone '2' RN,103.955451675242,1.37193961910318,not_created
Pasir Ris Zone '20' RN,103.954864285149,1.36956993074855,not_created
Pasir Ris Zone '3' RN,103.95963742037,1.37141487858352,not_created
Pasir Ris Zone '4' RN,103.960557827667,1.37360345345974,not_created
Pasir Ris Zone '7' RN,103.962287770446,1.36630332038319,not_created
Pasir Ris Zone '8' RN,103.961722376679,1.37101229693268,not_created
Pasir Ris Zone '9' RN,103.9624580243,1.37073378688977,not_created
Punggol Cascadia RN,103.898407771219,1.40890165160639,not_created
Punggol CloverCrest RN,103.902910898023,1.39877826808137,not_created
Punggol Jewel RN,103.896616090591,1.40479713290427,not_created
Punggol SapphiRes RN,103.898358930385,1.40331377225975,not_created
Punggol Seas RN,103.899613560858,1.40076048643597,not_created
Punggol Suncress RC,103.917348689222,1.40077122049904,not_created
Sembawang Zone 'F' RN,103.805163552991,1.44593377163327,not_created
Taman Jurong Zone 'G' RN,103.724304153067,1.32841510658003,not_created
Teck Ghee Care RN,103.848396338892,1.36511766468525,not_created
Teck Ghee Vista RN,103.846310020067,1.36464744818549,not_created
The Peak RN,103.84479609873,1.33669264303253,not_created
Waterway RN,103.900906243443,1.40775424589744,not_created
Sengkang West Zone 'D' RC,103.886489262509,1.39029889319824,not_created
Bukit Panjang Zone '5' RC,103.770840740498,1.38092146226577,not_created
Jalan Besar Boon Keng Ville RC,103.870688917316,1.31526353059367,not_created
Kolam Ayer Geylang Bahru RC,103.868295292839,1.32364514235488,https://t.me/+PAQoBVE2EIRkYzkx
Woodgrove Zone '9' RC,103.77477428549,1.42886830899667,not_created
Kolam Ayer St George's East RC,103.862995085455,1.32372378936715,not_created
Teck Ghee Zone 'E' RC,103.854043383487,1.36494601115774,not_created
Teck Ghee Zone 'F' RC,103.84926484403,1.3679770427533,not_created
Teck Ghee Zone 'G' RC,103.859377200428,1.36701963539812,not_created
Teck Ghee Zone 'H' RC,103.856692412579,1.36408619045684,not_created
Teck Ghee Zone 'K' RC,103.840518888664,1.36558833435488,not_created
Yio Chu Kang Zone '1' RC,103.838150010666,1.36739611753333,not_created
Yio Chu Kang Zone '2' RC,103.84161807484,1.36880359095651,not_created
Yio Chu Kang Zone '3' RC,103.843437607309,1.36970225433654,not_created
Yio Chu Kang Zone '4' RC,103.846231528608,1.37109648927558,not_created
Yio Chu Kang Zone '5' RC,103.836736035053,1.37932777204249,not_created
Yio Chu Kang Zone '6' RC,103.83877665983,1.37746746842054,not_created
Cheng San Zone 'C' RC,103.854823106936,1.37056143696828,not_created
Punggol Meridian RC,103.907555604233,1.39579971735497,not_created
Punggol Oasis RC,103.908783681083,1.39831055136608,not_created
Punggol Oceanus RC,103.910880675524,1.3987520243871,not_created
Punggol Periwinkle RC,103.906485657684,1.40137200290519,not_created
Punggol Greendale RC,103.911433941747,1.39533466958016,not_created
Compassvale Aspella RC,103.894452831953,1.38291028525959,not_created
Compassvale Beacon RC,103.899291180216,1.38514491239347,not_created
Compassvale Gardens RC,103.896980391624,1.39259785071737,not_created
Hong Kah North Zone '8' RN,103.699782251278,1.34942545429356,not_created
Teban Gardens RN,103.73987253145,1.32184395752633,not_created
Marsiling Zone '4' RN,103.774921570434,1.43333327576465,not_created
Kolam Ayer Sims Vista RC,103.878383828735,1.31649948259963,not_created
Queenstown Mei Ling Zone RC,103.803699304842,1.29490306952103,not_created
Queenstown Queensway Zone RC,103.800026532515,1.29407333234124,not_created
Tampines-Changkat Zone '4' RN,103.952816065919,1.35001073882934,not_created
Tampines-Changkat Zone '5' RN,103.950427515109,1.34869181857355,not_created
Tampines Changkat Zone '8' RN,103.959873499831,1.35693800555856,not_created
Thomson Sin Ming Court RC,103.831431582827,1.35840616040987,not_created
Thomson Sin Ming Ville RC,103.837458615561,1.35533984325744,not_created
Toa Payoh Central Zone '1' RC,103.850524642663,1.3367462517811,not_created
Toa Payoh Central Zone '2' RC,103.850092887768,1.33390099562747,not_created
Admiralty Zone '4' RC,103.795127479031,1.42774540854702,not_created
Henderson CityVue RC,103.821889227589,1.28801714966464,not_created
Punggol BayVue RN,103.897761573529,1.41205709758138,not_created
Hong Kah North Zone '9' RN,103.703280489358,1.35286554900406,not_created
Kolam Ayer Kallang Bahru RC,103.868340800907,1.32036883993844,not_created
Cashew Zone '4' RC,103.764046026721,1.38249520442484,not_created
Sunset Way RC,103.770132359228,1.32368400388633,not_created
Ghim Moh Gardens RC,103.787432236811,1.30989225563029,not_created
Zhenghua-Greenridge RC,103.768439870828,1.38781352896245,not_created
Telok Blangah 'Blangah Square' RC,103.808639191757,1.2749107609609,not_created
Telok Blangah 'Blangah View' RC,103.80974464133,1.27349302836712,not_created
Tampines Spring RC,103.931478811435,1.35132607390816,not_created
Tampines Sunrise RC,103.937479925984,1.35617253659733,not_created
West Crest West Valley RN,103.741240006781,1.3527225805073,not_created
West Terra RN,103.743011113007,1.35276732484996,not_created
West Ridges RN,103.738704484591,1.3555681614266,not_created
Sengkang West Zone 'E' RC,103.877906067697,1.38923122623451,not_created
Sengkang West Zone 'F' RC,103.876330404049,1.39255039943925,not_created
Sengkang West Zone 'J' RC,103.87801040009,1.39745479177128,not_created
Sengkang West Zone 'K' RC,103.888065441497,1.3957171187151,not_created
Sengkang West Zone 'L' RC,103.888490158983,1.39857707107227,not_created
Sengkang West Zone 'N' RC,103.881104303961,1.39677176855867,not_created
Buona Vista Commonwealth Close RC,103.801041123691,1.30491413838402,not_created
Buona Vista Zone 'B' RC,103.795646465964,1.30796826387314,not_created
Buona Vista Zone 'C' RC,103.794443581197,1.30755591757783,not_created
Buona Vista Zone 'D' RC,103.794063126379,1.3090539417206,not_created
Buona Vista Commonwealth Drive RC,103.796581742159,1.30205877531336,not_created
Queenstown Hock San Zone RC,103.807000522532,1.28713355018091,not_created
Queenstown Lengkok Bahru Zone RC,103.811714121449,1.28748904632735,not_created
Rivervale Horizon RC,103.906157178196,1.39049646599624,not_created
Rivervale Spring RC,103.905022045791,1.38814105023846,not_created
Keat Hong Zone '7' RN,103.741578056586,1.38296497687575,not_created
Keat Hong Zone '8' RN,103.739234515509,1.38053535593485,not_created
Keat Hong Zone '9' RN,103.738349555023,1.37544981801546,not_created
Keat Hong Zone '10' RN,103.740360011578,1.37560094711041,not_created
Keat Hong Zone '11' RN,103.742970085198,1.37386467805143,not_created
Taman Jurong Zone 'A' RN,103.721043765052,1.32748325157873,not_created
Hong Kah North Zone '4' RN,103.747418528429,1.36312633507894,not_created
Hong Kah North Zone '5' RN,103.749152509272,1.36143857974173,not_created
Hong Kah North Zone '6' RN,103.751072299862,1.36002945468114,not_created
Hong Kah North Zone '7' RN,103.69960545014,1.34584119664431,not_created
Kebun Baru Bestari RC,103.834659051494,1.3694605442537,not_created
Kebun Baru Heights RC,103.837486064609,1.37193369333348,not_created
Kebun Baru Link RC,103.838123059584,1.37583826761627,not_created
Kebun Baru Spring RC,103.841947742203,1.37207664777918,not_created
Nee Soon Central Zone '1' RC,103.831727609197,1.42865837793036,not_created
Nee Soon Central Zone '2' RC,103.834284719319,1.42651074750178,not_created
Nee Soon Central Zone '3' RC,103.828835241504,1.42995455080229,not_created
Nee Soon Central Zone '4' RC,103.833049342749,1.42321417590668,not_created
Bedok Ixora RC,103.942265303387,1.3234358457363,not_created
Siglap East RC,103.944965235932,1.3196396832799,not_created
Siglap Lucky Valley RC,103.942732315687,1.32041601686604,not_created
Braddell Heights Zone 'A' RC,103.869821836395,1.35424006227483,not_created
Braddell Heights Zone 'B' RC,103.877326458902,1.34943810147456,not_created
Braddell Heights Zone 'C' RC,103.873842921812,1.34777895788513,not_created
Braddell Heights Zone 'D' RC,103.873298146744,1.3524382622265,not_created
Braddell Heights Zone 'E' RC,103.869408473871,1.35116857262919,not_created
Braddell Heights Zone 'F' RC,103.867164771,1.35284045358613,not_created
Eunos Crescent RC,103.902720518398,1.32228655263113,not_created
Bukit Batok East Zone '2' RC,103.756604731339,1.35025883873321,not_created
Bukit Batok East Zone '3' RC,103.759190092495,1.34926273754949,not_created
Clementi Heights RC,103.765863397977,1.31110331320662,not_created
Clementi Zone '1' RC,103.76783152583,1.31797800709953,not_created
Clementi Zone '2' RC,103.77093445547,1.31790851635071,not_created
Clementi Zone '3' RC,103.767487557448,1.31474029044638,not_created
Clementi Zone '4' RC,103.762860978505,1.31291218773843,not_created
Jurong Central Zone 'A' RC,103.725087234109,1.34809803362352,not_created
Jurong Central Zone 'B' RC,103.725435185028,1.35086328592063,not_created
Tampines Starlight RC,103.935913224064,1.35881239950179,not_created
Nee Soon South Zone 'G' RC,103.844227929951,1.41923753908492,not_created
Admiralty Zone '1' RC,103.789608918775,1.43160689316692,not_created
Admiralty Zone '2' RC,103.791063270074,1.43298242049881,not_created
Admiralty Zone '3' RC,103.795305887062,1.43185685203382,not_created
Eunos Zone '2' RN,103.914991050011,1.33182712339744,not_created
Eunos Zone '3' RN,103.915599326097,1.3339618615203,not_created
Eunos Zone '5' RN,103.906537917969,1.33167116992143,not_created
Eunos Zone '7' RN,103.909838953184,1.33056064961448,not_created
Eunos Zone '8' RN,103.913274279264,1.33390202634897,not_created
Kaki Bukit Bloom RC,103.925595840214,1.33082005747999,not_created
Kaki Bukit Green RC,103.929204542006,1.33108906112586,not_created
Kaki Bukit Park RC,103.926617408462,1.33269317781937,not_created
Kaki Bukit Ville RC,103.93238936638,1.3318799990539,not_created
Kaki Bukit Garden RC,103.929129823959,1.33421551578193,not_created
Paya Lebar Zone '1' RC,103.888783554134,1.35819556473604,not_created
Paya Lebar Zone '2' RC,103.891360578843,1.35493747404849,not_created
Paya Lebar Zone '3' RC,103.891722009899,1.35841118227064,not_created
Paya Lebar Zone '4' RC,103.891813269293,1.36378961472257,not_created
Paya Lebar Zone '5' RC,103.887727364285,1.35313871558187,not_created
Paya Lebar Zone '6' RC,103.882841648726,1.3522334240083,not_created
Paya Lebar Zone '7' RC,103.886329919539,1.35085298922493,not_created
Paya Lebar Zone '8' RC,103.880165369359,1.35221025247391,not_created
Boundary Ville RC,103.870259858506,1.35636400649066,not_created
Hwi Yoh Court RC,103.870263927825,1.37067352607975,not_created
Hwi Yoh Green RC,103.874813500291,1.36725606013586,not_created
Hwi Yoh Garden RC,103.872593551544,1.3669585067455,not_created
Serangoon Green RC,103.873140477486,1.35755257359307,not_created
Hougang Zone '1' RN,103.893184550959,1.36313720166914,not_created
Hougang Zone '2' RN,103.895490123271,1.36720841502808,not_created
Hougang Zone '3' RN,103.897820392229,1.36840582662017,not_created
Compassvale Green RC,103.90177795568,1.39634900961502,not_created
Compassvale Haven RC,103.899789900156,1.39224633251672,not_created
Compassvale Lodge RC,103.898595699761,1.3963297310227,not_created
Nee Soon South Zone ‘H’ RC,103.839839942086,1.41429103504261,not_created
Changi Simei Zone '3' RC,103.95720766669,1.34522275478146,not_created
Bukit Merah Central RC,103.814983313399,1.28391030593143,not_created
Kampong Tiong Bahru West RC,103.826086919831,1.27942670505052,not_created
Mt Faber Zone 'B' RC,103.819821920557,1.27655921055305,not_created
Redhill Rise RC,103.815878780107,1.28848092883068,not_created
Sengkang West Zone 'A' RC,103.889848761212,1.38742376289928,not_created
Sengkang West Zone 'B' RC,103.890675457222,1.39290848701227,not_created
Sengkang West Zone 'C' RC,103.889000196808,1.39333356931741,not_created
Toa Payoh Central Zone '3' RC,103.847631116183,1.33576224499197,not_created
Toa Payoh Central Zone '4' RC,103.847449360124,1.33901612149404,not_created
Covent-Indus RC,103.828690178432,1.29107461638082,not_created
Yio Chu Kang Zone '8' RC,103.842458369798,1.37991704240874,not_created
Yio Chu Kang Zone '9' RC,103.843763607539,1.37939517726746,not_created
Coral Heights RC,103.950422813522,1.36676412651249,not_created
Coral Ris RC,103.949169332019,1.36965311290305,not_created
Elias Rise RC,103.944756322317,1.37343253337772,not_created
Kebun Baru Grove RC,103.841230965706,1.37626066974614,not_created
Cheng San Zone 'B' RC,103.853906592757,1.36697081427661,not_created
Orchid Vista RN,103.847288237219,1.41960681953195,not_created
Yishun Clover RC,103.846523502778,1.42767562160128,not_created
Yishun Floral RC,103.846133065457,1.42233138881771,not_created
Kolam Ayer St George's West RC,103.861630808247,1.32340262668194,not_created
Kampong Glam Crawford RC,103.860869358915,1.30510417156738,not_created
Kampong Glam Kelantan RC,103.858221519767,1.30621515888786,not_created
Kampong Glam Rowell Court RC,103.854713903056,1.30743547598073,not_created
Kampong Glam Selegie RC,103.850709315997,1.30346095526547,not_created
Pinetree RC @ Sengkang South,103.887485098901,1.37827071922727,not_created
Kim Tian West RC,103.82564521967,1.28142028220053,not_created
Membina Court RC,103.825391035217,1.28362146312754,not_created
Silat RC,103.829955560902,1.27730542472353,not_created
Toa Payoh Central Zone '5' RC,103.845452865271,1.33220625020422,not_created
Toa Payoh Central Zone '6' RC,103.845054643988,1.331466009861,not_created
Toa Payoh East Zone '1' RC,103.855646806615,1.33950921284879,not_created
Casa Clementi RC,103.768637303114,1.30973330594899,not_created
Boon Lay Meadow-Grove RN,103.709733571512,1.34861716714115,not_created
Boon Lay Zone 'A' RN,103.713568354858,1.34658609503224,not_created
Kent Ville RC,103.851105564327,1.31675706317772,not_created
Jalan Besar Upper Boon Keng RC,103.871737015701,1.31312796725674,not_created
Toa Payoh View RC,103.84628120074,1.33980523483766,not_created
Jalan Besar King George's Ave RC,103.860792028619,1.30787507245699,not_created
Kampong Glam Bras Basah RC,103.853347536648,1.29685310048503,not_created
Kampong Glam Waterloo RC,103.853991014327,1.3009326729204,not_created
Chin Swee RC,103.842303345733,1.28623520720853,not_created
Hong Lim RC,103.845766168988,1.2852121886056,not_created
Whampoa Lorong Limau RC,103.854232131449,1.32502427502082,not_created
Bukit Purmei Zone 'A' RC,103.825328122484,1.27337412903551,not_created
Bukit Purmei Zone 'B' RC,103.825887193704,1.27507181641621,not_created
Mt Faber Zone 'A' RC,103.819220388691,1.27872402272436,not_created
Mt Faber Zone 'C' RC,103.822480998349,1.27351779954138,not_created
Sengkang West Zone M RC,103.879574317951,1.39001961656206,not_created
Buona Vista Zone 'E' RC,103.791925847137,1.31158064091665,not_created
Delta RC,103.810979217491,1.29399774708387,not_created
Cantonment Towers RC,103.840070262121,1.27447615929502,not_created
Seng Poh RC,103.831070847093,1.2839915903963,not_created
Tanjong Pagar Everton Park RC,103.83868224407,1.27667250424952,not_created
MacPherson Zone 'E' RC,103.886521328669,1.32337964322862,not_created
West Coast Green RC,103.762167772954,1.3057187217028,not_created
West Coast Heights RC,103.760411567916,1.31032015742878,not_created
Nee Soon South Zone 'A' RC,103.828966747113,1.42610182637331,not_created
Nee Soon South Zone 'B' RC,103.832765164695,1.4218391945757,not_created
Nee Soon South Zone 'C' RC,103.831345335489,1.41790066819696,not_created
Nee Soon South Zone 'D' RC,103.83464898566,1.41475961379508,not_created
Nee Soon South Zone 'E' RC,103.838515104987,1.41767034253203,not_created
Nee Soon South Zone 'F' RC,103.837338329361,1.41382331998926,not_created
Punggol Horizon RC,103.91091439013,1.40066201488313,not_created
Punggol Meadows RC,103.915845702066,1.39879750535572,not_created
Cheng San Zone 'D' RC,103.850157493124,1.37443139374983,not_created
Cheng San Zone 'E' RC,103.853421477337,1.36908945263026,not_created
Jalan Kayu Zone '1' RC,103.857022222551,1.37365123423889,not_created
Jalan Kayu Zone '2' RC,103.857854588548,1.3705776572827,not_created
Jalan Kayu Zone '3' RC,103.870146850078,1.37482522281205,not_created
Jalan Kayu Zone '4' RC,103.87339830095,1.37263475884295,not_created
Marine Crescent Ville RC,103.912123975887,1.30414963942651,not_created
Marine Drive Garden RC,103.908751964782,1.3030875552089,not_created
Marine Drive View RC,103.907440545317,1.30337333994455,not_created
Marine Terrace Breeze RC,103.9150670222,1.30371587900742,not_created
Marine Terrace Haven RC,103.915014012453,1.30530229047514,not_created
Marine Terrace Walk RC,103.917229045705,1.30456340613831,not_created
Compassvale Plains RC,103.898520290377,1.38986787851604,not_created
Compassvale Southgate RC,103.893923648496,1.38831310758384,not_created
Compassvale Villa RC,103.8975474119,1.38681828916719,not_created
Compassvale Vista RC,103.899719712927,1.38741262361066,not_created
Compassvale Ancilla RC,103.892986079995,1.38541559108858,not_created
Compassvale Helm RN,103.89055907185,1.38155184863031,not_created
Compassvale Cape RN,103.896376751348,1.39794630739546,not_created
Rivervale Court RC,103.900312365788,1.38349233371644,not_created
Rivervale Gardens RC,103.905111886694,1.38669087811166,not_created
Rivervale Grove RC,103.902192106811,1.38684495859723,not_created
Pioneer Zone '1' RN,103.706006659247,1.34083503450845,not_created
Pioneer Zone '11' RN,103.696648267445,1.34012982349545,not_created
Pioneer Zone '12' RN,103.696638818729,1.33689136709064,not_created
Pioneer Zone '3' RN,103.695614531822,1.33648744045624,not_created
Pioneer Zone '5' RN,103.707499682737,1.34065581150969,not_created
Pioneer Zone '6' RN,103.702784352722,1.33894640995608,not_created
Pioneer Zone '7' RN,103.704582921776,1.33654939680924,not_created
Pioneer Zone '8' RN,103.699425780014,1.33591314658689,not_created
Pioneer Zone '9' RN,103.700219203285,1.33925339612415,not_created
Pandan Gardens RN,103.747433144237,1.31900920513441,not_created
Teban Waterfront RN,103.737791109006,1.32307929245207,not_created
Yuhua Zone '1' RC,103.74022287906,1.34372175045737,not_created
Yuhua Zone '2' RC,103.741573205707,1.34106750636178,not_created
Yuhua Zone '3' RC,103.738985193362,1.33928625574287,not_created
Tampines Arcadia RC,103.937111721621,1.35207674351974,not_created
Tampines Courtview RC,103.933499184206,1.35670605826191,not_created
Tampines Greenvale RC,103.934383364035,1.35904159378304,not_created
Tampines Palmwalk RC,103.934535704098,1.35120564660676,not_created
Tampines Parkview RC,103.935900111025,1.35430306290678,not_created
Delta Avenue RC,103.827334528886,1.29169832774281,not_created
Havelock View RC,103.827679725668,1.28994618130307,not_created
Jalan Kukoh RC,103.839407064152,1.2873776185742,not_created
Rivervale Arc RC,103.909660431254,1.38949149935928,not_created
Rivervale Delta RC,103.906213100952,1.39177826642196,not_created
Ulu Pandan Zone 'A' RC,103.786331978026,1.30863562615782,not_created
Tampines East Zone '4' RN,103.949939715258,1.3537605319329,not_created
Tampines East Zone '5' RN,103.948635182301,1.34963010039136,not_created
Tampines East Zone '6' RN,103.950733897824,1.35539848104779,not_created
